DISTRICT,FACILITY,TOTALS,MONTH,YEAR
SEMBABULE,KAYUNGA HC II,0,July,2023
SEMBABULE,KAYUNGA HC II,1,February,2024
SEMBABULE,KAYUNGA HC II,0,May,2024
SEMBABULE,KAYUNGA HC II,1,June,2024
RAKAI,KIBAALE HC II,2,August,2022
RAKAI,KIBAALE HC II,1,September,2022
RAKAI,KIBAALE HC II,4,November,2022
RAKAI,KIBAALE HC II,2,December,2022
RAKAI,KIBAALE HC II,2,March,2023
RAKAI,KIBAALE HC II,0,April,2023
RAKAI,KIBAALE HC II,3,May,2023
RAKAI,KIBAALE HC II,2,June,2023
RAKAI,KIBAALE HC II,1,July,2023
RAKAI,KIBAALE HC II,4,August,2023
RAKAI,KIBAALE HC II,4,September,2023
RAKAI,KIBAALE HC II,3,October,2023
RAKAI,KIBAALE HC II,1,November,2023
RAKAI,KIBAALE HC II,2,December,2023
RAKAI,KIBAALE HC II,5,January,2024
RAKAI,KIBAALE HC II,1,February,2024
RAKAI,KIBAALE HC II,4,March,2024
RAKAI,KIBAALE HC II,1,April,2024
RAKAI,KIBAALE HC II,4,May,2024
RAKAI,KIBAALE HC II,2,June,2024
RAKAI,KIBAALE HC II,2,July,2024
RAKAI,KIBANDA HC III,1,July,2022
RAKAI,KIBANDA HC III,2,August,2022
RAKAI,KIBANDA HC III,3,September,2022
RAKAI,KIBANDA HC III,1,October,2022
RAKAI,KIBANDA HC III,1,November,2022
RAKAI,KIBANDA HC III,0,January,2023
RAKAI,KIBANDA HC III,1,March,2023
RAKAI,KIBANDA HC III,2,April,2023
RAKAI,KIBANDA HC III,3,May,2023
RAKAI,KIBANDA HC III,0,June,2023
RAKAI,KIBANDA HC III,2,July,2023
RAKAI,KIBANDA HC III,3,September,2023
RAKAI,KIBANDA HC III,2,October,2023
RAKAI,KIBANDA HC III,1,November,2023
RAKAI,KIBANDA HC III,1,December,2023
RAKAI,KIBANDA HC III,4,January,2024
RAKAI,KIBANDA HC III,1,February,2024
RAKAI,KIBANDA HC III,3,March,2024
RAKAI,KIBANDA HC III,2,May,2024
RAKAI,KIBANDA HC III,4,June,2024
RAKAI,KIBANDA HC III,1,July,2024
BUTAMBALA,KIBUGGA HC II,1,July,2022
BUTAMBALA,KIBUGGA HC II,1,September,2022
BUTAMBALA,KIBUGGA HC II,1,October,2022
BUTAMBALA,KIBUGGA HC II,2,November,2022
BUTAMBALA,KIBUGGA HC II,1,December,2022
BUTAMBALA,KIBUGGA HC II,1,March,2023
BUTAMBALA,KIBUGGA HC II,2,June,2023
BUTAMBALA,KIBUGGA HC II,11,July,2023
BUTAMBALA,KIBUGGA HC II,1,October,2023
BUTAMBALA,KIBUGGA HC II,1,December,2023
BUTAMBALA,KIBUGGA HC II,1,March,2024
BUTAMBALA,KIBUGGA HC II,1,April,2024
BUTAMBALA,KIBUGGA HC II,1,June,2024
BUTAMBALA,KIBUGGA HC II,2,July,2024
RAKAI,KIBUUKA HC II,2,July,2022
RAKAI,KIBUUKA HC II,3,August,2022
RAKAI,KIBUUKA HC II,8,September,2022
RAKAI,KIBUUKA HC II,1,October,2022
RAKAI,KIBUUKA HC II,2,November,2022
RAKAI,KIBUUKA HC II,3,December,2022
RAKAI,KIBUUKA HC II,1,January,2023
RAKAI,KIBUUKA HC II,2,February,2023
RAKAI,KIBUUKA HC II,1,April,2023
RAKAI,KIBUUKA HC II,1,May,2023
RAKAI,KIBUUKA HC II,8,June,2023
RAKAI,KIBUUKA HC II,2,July,2023
RAKAI,KIBUUKA HC II,3,August,2023
RAKAI,KIBUUKA HC II,1,September,2023
RAKAI,KIBUUKA HC II,3,October,2023
RAKAI,KIBUUKA HC II,1,December,2023
RAKAI,KIBUUKA HC II,1,January,2024
RAKAI,KIBUUKA HC II,1,February,2024
RAKAI,KIBUUKA HC II,2,March,2024
RAKAI,KIBUUKA HC II,2,May,2024
RAKAI,KIBUUKA HC II,2,June,2024
RAKAI,KIBUUKA HC II,4,July,2024
RAKAI,KIFAMBA HC III,3,July,2022
RAKAI,KIFAMBA HC III,2,September,2022
RAKAI,KIFAMBA HC III,1,October,2022
RAKAI,KIFAMBA HC III,1,November,2022
RAKAI,KIFAMBA HC III,3,January,2023
RAKAI,KIFAMBA HC III,2,February,2023
RAKAI,KIFAMBA HC III,5,March,2023
RAKAI,KIFAMBA HC III,1,April,2023
RAKAI,KIFAMBA HC III,4,May,2023
RAKAI,KIFAMBA HC III,2,June,2023
RAKAI,KIFAMBA HC III,1,July,2023
RAKAI,KIFAMBA HC III,2,August,2023
RAKAI,KIFAMBA HC III,2,September,2023
RAKAI,KIFAMBA HC III,4,October,2023
RAKAI,KIFAMBA HC III,3,November,2023
RAKAI,KIFAMBA HC III,2,December,2023
RAKAI,KIFAMBA HC III,2,January,2024
RAKAI,KIFAMBA HC III,1,February,2024
RAKAI,KIFAMBA HC III,1,March,2024
RAKAI,KIFAMBA HC III,3,May,2024
RAKAI,KIFAMBA HC III,3,June,2024
RAKAI,KIFAMBA HC III,2,July,2024
GOMBA,KIFAMPA HC III,2,July,2022
GOMBA,KIFAMPA HC III,5,August,2022
GOMBA,KIFAMPA HC III,8,September,2022
GOMBA,KIFAMPA HC III,6,October,2022
GOMBA,KIFAMPA HC III,6,November,2022
GOMBA,KIFAMPA HC III,2,December,2022
GOMBA,KIFAMPA HC III,5,January,2023
GOMBA,KIFAMPA HC III,2,February,2023
GOMBA,KIFAMPA HC III,2,March,2023
GOMBA,KIFAMPA HC III,4,April,2023
GOMBA,KIFAMPA HC III,10,May,2023
GOMBA,KIFAMPA HC III,7,June,2023
GOMBA,KIFAMPA HC III,3,July,2023
GOMBA,KIFAMPA HC III,6,August,2023
GOMBA,KIFAMPA HC III,3,September,2023
GOMBA,KIFAMPA HC III,3,October,2023
GOMBA,KIFAMPA HC III,6,November,2023
GOMBA,KIFAMPA HC III,4,December,2023
GOMBA,KIFAMPA HC III,4,January,2024
GOMBA,KIFAMPA HC III,5,February,2024
GOMBA,KIFAMPA HC III,7,March,2024
GOMBA,KIFAMPA HC III,5,April,2024
GOMBA,KIFAMPA HC III,9,May,2024
GOMBA,KIFAMPA HC III,8,June,2024
GOMBA,KIFAMPA HC III,4,July,2024
KALUNGU,KIGAJU HC II,2,August,2022
KALUNGU,KIGAJU HC II,2,February,2023
KALUNGU,KIGAJU HC II,1,June,2023
KALUNGU,KIGAJU HC II,1,October,2023
KALUNGU,KIGAJU HC II,0,November,2023
KALUNGU,KIGAJU HC II,2,January,2024
KALUNGU,KIGAJU HC II,0,February,2024
KALUNGU,KIGAJU HC II,1,May,2024
KALUNGU,KIGAJU HC II,3,June,2024
KALUNGU,KIGAJU HC II,1,July,2024
BUKOMANSIMBI,KIGANGAZZI HC II,3,July,2022
BUKOMANSIMBI,KIGANGAZZI HC II,3,August,2022
BUKOMANSIMBI,KIGANGAZZI HC II,3,September,2022
BUKOMANSIMBI,KIGANGAZZI HC II,2,October,2022
BUKOMANSIMBI,KIGANGAZZI HC II,3,November,2022
BUKOMANSIMBI,KIGANGAZZI HC II,4,December,2022
BUKOMANSIMBI,KIGANGAZZI HC II,4,January,2023
BUKOMANSIMBI,KIGANGAZZI HC II,5,February,2023
BUKOMANSIMBI,KIGANGAZZI HC II,2,March,2023
BUKOMANSIMBI,KIGANGAZZI HC II,3,April,2023
BUKOMANSIMBI,KIGANGAZZI HC II,3,May,2023
BUKOMANSIMBI,KIGANGAZZI HC II,2,June,2023
BUKOMANSIMBI,KIGANGAZZI HC II,4,July,2023
BUKOMANSIMBI,KIGANGAZZI HC II,3,August,2023
BUKOMANSIMBI,KIGANGAZZI HC II,3,September,2023
BUKOMANSIMBI,KIGANGAZZI HC II,3,October,2023
BUKOMANSIMBI,KIGANGAZZI HC II,5,January,2024
BUKOMANSIMBI,KIGANGAZZI HC II,2,February,2024
BUKOMANSIMBI,KIGANGAZZI HC II,1,March,2024
BUKOMANSIMBI,KIGANGAZZI HC II,5,April,2024
BUKOMANSIMBI,KIGANGAZZI HC II,7,May,2024
BUKOMANSIMBI,KIGANGAZZI HC II,2,June,2024
BUKOMANSIMBI,KIGANGAZZI HC II,2,July,2024
KALUNGU,KIGASA HC II,1,August,2022
KALUNGU,KIGASA HC II,5,December,2022
KALUNGU,KIGASA HC II,1,March,2023
KALUNGU,KIGASA HC II,1,May,2023
KALUNGU,KIGASA HC II,3,June,2023
KALUNGU,KIGASA HC II,2,July,2023
KALUNGU,KIGASA HC II,0,November,2023
KALUNGU,KIGASA HC II,3,January,2024
KALUNGU,KIGASA HC II,1,March,2024
KALUNGU,KIGASA HC II,3,July,2024
WAKISO,KIGUNGU HC III,3,July,2022
WAKISO,KIGUNGU HC III,7,August,2022
WAKISO,KIGUNGU HC III,8,September,2022
WAKISO,KIGUNGU HC III,3,October,2022
WAKISO,KIGUNGU HC III,2,November,2022
WAKISO,KIGUNGU HC III,1,December,2022
WAKISO,KIGUNGU HC III,4,January,2023
WAKISO,KIGUNGU HC III,2,February,2023
WAKISO,KIGUNGU HC III,6,March,2023
WAKISO,KIGUNGU HC III,2,April,2023
WAKISO,KIGUNGU HC III,3,May,2023
WAKISO,KIGUNGU HC III,1,June,2023
WAKISO,KIGUNGU HC III,6,July,2023
WAKISO,KIGUNGU HC III,2,August,2023
WAKISO,KIGUNGU HC III,7,September,2023
WAKISO,KIGUNGU HC III,6,October,2023
WAKISO,KIGUNGU HC III,2,November,2023
WAKISO,KIGUNGU HC III,3,December,2023
WAKISO,KIGUNGU HC III,5,January,2024
WAKISO,KIGUNGU HC III,2,February,2024
WAKISO,KIGUNGU HC III,3,March,2024
WAKISO,KIGUNGU HC III,7,April,2024
WAKISO,KIGUNGU HC III,4,May,2024
WAKISO,KIGUNGU HC III,9,June,2024
WAKISO,KIGUNGU HC III,4,July,2024
RAKAI,KIMULI HC III,1,July,2022
RAKAI,KIMULI HC III,3,August,2022
RAKAI,KIMULI HC III,4,September,2022
RAKAI,KIMULI HC III,1,November,2022
RAKAI,KIMULI HC III,2,December,2022
RAKAI,KIMULI HC III,5,January,2023
RAKAI,KIMULI HC III,1,February,2023
RAKAI,KIMULI HC III,1,March,2023
RAKAI,KIMULI HC III,2,April,2023
RAKAI,KIMULI HC III,5,May,2023
RAKAI,KIMULI HC III,6,June,2023
RAKAI,KIMULI HC III,3,July,2023
RAKAI,KIMULI HC III,3,August,2023
RAKAI,KIMULI HC III,1,September,2023
RAKAI,KIMULI HC III,2,October,2023
RAKAI,KIMULI HC III,2,November,2023
RAKAI,KIMULI HC III,2,December,2023
RAKAI,KIMULI HC III,2,January,2024
RAKAI,KIMULI HC III,5,February,2024
RAKAI,KIMULI HC III,2,March,2024
RAKAI,KIMULI HC III,5,April,2024
RAKAI,KIMULI HC III,4,May,2024
RAKAI,KIMULI HC III,2,June,2024
WAKISO,KIMWANYI HC II,1,September,2022
WAKISO,KIMWANYI HC II,1,October,2022
WAKISO,KIMWANYI HC II,1,November,2022
WAKISO,KIMWANYI HC II,1,December,2022
WAKISO,KIMWANYI HC II,2,March,2023
WAKISO,KIMWANYI HC II,2,April,2023
WAKISO,KIMWANYI HC II,1,May,2023
WAKISO,KIMWANYI HC II,2,June,2023
WAKISO,KIMWANYI HC II,1,July,2023
WAKISO,KIMWANYI HC II,3,August,2023
WAKISO,KIMWANYI HC II,1,September,2023
WAKISO,KIMWANYI HC II,0,October,2023
WAKISO,KIMWANYI HC II,2,November,2023
WAKISO,KIMWANYI HC II,2,December,2023
WAKISO,KIMWANYI HC II,4,January,2024
WAKISO,KIMWANYI HC II,3,February,2024
WAKISO,KIMWANYI HC II,1,March,2024
WAKISO,KIMWANYI HC II,1,April,2024
WAKISO,KIMWANYI HC II,1,May,2024
WAKISO,KIMWANYI HC II,1,July,2024
LYANTONDE,KINUUKA HC III,4,July,2022
LYANTONDE,KINUUKA HC III,6,August,2022
LYANTONDE,KINUUKA HC III,5,October,2022
LYANTONDE,KINUUKA HC III,2,November,2022
LYANTONDE,KINUUKA HC III,2,December,2022
LYANTONDE,KINUUKA HC III,5,January,2023
LYANTONDE,KINUUKA HC III,5,February,2023
LYANTONDE,KINUUKA HC III,1,March,2023
LYANTONDE,KINUUKA HC III,3,April,2023
LYANTONDE,KINUUKA HC III,5,May,2023
LYANTONDE,KINUUKA HC III,8,June,2023
LYANTONDE,KINUUKA HC III,3,July,2023
LYANTONDE,KINUUKA HC III,5,August,2023
LYANTONDE,KINUUKA HC III,1,September,2023
LYANTONDE,KINUUKA HC III,2,October,2023
LYANTONDE,KINUUKA HC III,5,November,2023
LYANTONDE,KINUUKA HC III,4,December,2023
LYANTONDE,KINUUKA HC III,3,January,2024
LYANTONDE,KINUUKA HC III,3,March,2024
LYANTONDE,KINUUKA HC III,1,April,2024
LYANTONDE,KINUUKA HC III,6,May,2024
LYANTONDE,KINUUKA HC III,2,June,2024
LYANTONDE,KINUUKA HC III,3,July,2024
WAKISO,KIRA HC III,16,July,2022
WAKISO,KIRA HC III,12,August,2022
WAKISO,KIRA HC III,13,September,2022
WAKISO,KIRA HC III,11,October,2022
WAKISO,KIRA HC III,19,November,2022
WAKISO,KIRA HC III,9,December,2022
WAKISO,KIRA HC III,15,January,2023
WAKISO,KIRA HC III,10,February,2023
WAKISO,KIRA HC III,12,March,2023
WAKISO,KIRA HC III,10,April,2023
WAKISO,KIRA HC III,20,May,2023
WAKISO,KIRA HC III,13,June,2023
WAKISO,KIRA HC III,25,July,2023
WAKISO,KIRA HC III,18,August,2023
WAKISO,KIRA HC III,15,September,2023
WAKISO,KIRA HC III,12,October,2023
WAKISO,KIRA HC III,15,November,2023
WAKISO,KIRA HC III,8,December,2023
WAKISO,KIRA HC III,16,January,2024
WAKISO,KIRA HC III,9,February,2024
WAKISO,KIRA HC III,14,March,2024
WAKISO,KIRA HC III,12,April,2024
WAKISO,KIRA HC III,11,May,2024
WAKISO,KIRA HC III,8,June,2024
WAKISO,KIRA HC III,14,July,2024
KALUNGU,KIRAGGA HC III,3,July,2022
KALUNGU,KIRAGGA HC III,0,August,2022
KALUNGU,KIRAGGA HC III,2,September,2022
KALUNGU,KIRAGGA HC III,3,October,2022
KALUNGU,KIRAGGA HC III,2,November,2022
KALUNGU,KIRAGGA HC III,1,December,2022
KALUNGU,KIRAGGA HC III,4,January,2023
KALUNGU,KIRAGGA HC III,1,February,2023
KALUNGU,KIRAGGA HC III,4,March,2023
KALUNGU,KIRAGGA HC III,4,April,2023
KALUNGU,KIRAGGA HC III,3,May,2023
KALUNGU,KIRAGGA HC III,5,June,2023
KALUNGU,KIRAGGA HC III,6,July,2023
KALUNGU,KIRAGGA HC III,1,August,2023
KALUNGU,KIRAGGA HC III,2,September,2023
KALUNGU,KIRAGGA HC III,2,October,2023
KALUNGU,KIRAGGA HC III,1,November,2023
KALUNGU,KIRAGGA HC III,2,December,2023
KALUNGU,KIRAGGA HC III,3,January,2024
KALUNGU,KIRAGGA HC III,2,February,2024
KALUNGU,KIRAGGA HC III,3,March,2024
KALUNGU,KIRAGGA HC III,1,May,2024
KALUNGU,KIRAGGA HC III,5,July,2024
WAKISO,KIREKA HC II,3,July,2022
WAKISO,KIREKA HC II,1,August,2022
WAKISO,KIREKA HC II,5,October,2022
WAKISO,KIREKA HC II,1,November,2022
WAKISO,KIREKA HC II,1,December,2022
WAKISO,KIREKA HC II,6,January,2023
WAKISO,KIREKA HC II,1,February,2023
WAKISO,KIREKA HC II,2,March,2023
WAKISO,KIREKA HC II,1,April,2023
WAKISO,KIREKA HC II,4,May,2023
WAKISO,KIREKA HC II,5,June,2023
WAKISO,KIREKA HC II,2,July,2023
WAKISO,KIREKA HC II,6,August,2023
WAKISO,KIREKA HC II,5,September,2023
WAKISO,KIREKA HC II,1,October,2023
WAKISO,KIREKA HC II,0,November,2023
WAKISO,KIREKA HC II,3,December,2023
WAKISO,KIREKA HC II,1,January,2024
WAKISO,KIREKA HC II,2,February,2024
WAKISO,KIREKA HC II,1,March,2024
WAKISO,KIREKA HC II,2,April,2024
WAKISO,KIREKA HC II,4,May,2024
WAKISO,KIREKA HC II,2,June,2024
WAKISO,KIREKA HC II,3,July,2024
MPIGI,KIRINGENTE EPI HC II,1,July,2022
MPIGI,KIRINGENTE EPI HC II,1,September,2022
MPIGI,KIRINGENTE EPI HC II,1,October,2022
MPIGI,KIRINGENTE EPI HC II,2,November,2022
MPIGI,KIRINGENTE EPI HC II,2,December,2022
MPIGI,KIRINGENTE EPI HC II,1,January,2023
MPIGI,KIRINGENTE EPI HC II,1,February,2023
MPIGI,KIRINGENTE EPI HC II,3,March,2023
MPIGI,KIRINGENTE EPI HC II,3,April,2023
MPIGI,KIRINGENTE EPI HC II,1,May,2023
MPIGI,KIRINGENTE EPI HC II,2,June,2023
MPIGI,KIRINGENTE EPI HC II,3,July,2023
MPIGI,KIRINGENTE EPI HC II,3,August,2023
MPIGI,KIRINGENTE EPI HC II,1,October,2023
MPIGI,KIRINGENTE EPI HC II,3,November,2023
MPIGI,KIRINGENTE EPI HC II,2,April,2024
MPIGI,KIRINGENTE EPI HC II,1,May,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,4,July,2022
WAKISO,KIRINYA (BWEYOGERERE) HC II,5,August,2022
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,October,2022
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,November,2022
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,December,2022
WAKISO,KIRINYA (BWEYOGERERE) HC II,4,January,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,8,February,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,6,March,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,4,April,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,4,May,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,0,June,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,July,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,August,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,2,September,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,0,October,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,4,November,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,2,December,2023
WAKISO,KIRINYA (BWEYOGERERE) HC II,5,January,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,1,February,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,3,March,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,2,April,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,7,May,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,5,June,2024
WAKISO,KIRINYA (BWEYOGERERE) HC II,1,July,2024
KYOTERA,KIRUMBA HC III,3,July,2022
KYOTERA,KIRUMBA HC III,1,August,2022
KYOTERA,KIRUMBA HC III,1,September,2022
KYOTERA,KIRUMBA HC III,2,October,2022
KYOTERA,KIRUMBA HC III,4,November,2022
KYOTERA,KIRUMBA HC III,3,December,2022
KYOTERA,KIRUMBA HC III,7,January,2023
KYOTERA,KIRUMBA HC III,1,February,2023
KYOTERA,KIRUMBA HC III,1,March,2023
KYOTERA,KIRUMBA HC III,4,April,2023
KYOTERA,KIRUMBA HC III,2,May,2023
KYOTERA,KIRUMBA HC III,2,June,2023
KYOTERA,KIRUMBA HC III,4,July,2023
KYOTERA,KIRUMBA HC III,1,September,2023
KYOTERA,KIRUMBA HC III,3,October,2023
KYOTERA,KIRUMBA HC III,5,November,2023
KYOTERA,KIRUMBA HC III,1,December,2023
KYOTERA,KIRUMBA HC III,4,January,2024
KYOTERA,KIRUMBA HC III,1,February,2024
KYOTERA,KIRUMBA HC III,1,April,2024
KYOTERA,KIRUMBA HC III,4,May,2024
KYOTERA,KIRUMBA HC III,3,June,2024
KYOTERA,KIRUMBA HC III,1,July,2024
BUKOMANSIMBI,KISOJJO HC II,0,July,2022
BUKOMANSIMBI,KISOJJO HC II,1,August,2022
BUKOMANSIMBI,KISOJJO HC II,2,September,2022
BUKOMANSIMBI,KISOJJO HC II,1,October,2022
BUKOMANSIMBI,KISOJJO HC II,0,November,2022
BUKOMANSIMBI,KISOJJO HC II,1,December,2022
BUKOMANSIMBI,KISOJJO HC II,1,January,2023
BUKOMANSIMBI,KISOJJO HC II,2,February,2023
BUKOMANSIMBI,KISOJJO HC II,2,March,2023
BUKOMANSIMBI,KISOJJO HC II,0,April,2023
BUKOMANSIMBI,KISOJJO HC II,4,May,2023
BUKOMANSIMBI,KISOJJO HC II,2,June,2023
BUKOMANSIMBI,KISOJJO HC II,1,July,2023
BUKOMANSIMBI,KISOJJO HC II,1,August,2023
BUKOMANSIMBI,KISOJJO HC II,1,September,2023
BUKOMANSIMBI,KISOJJO HC II,1,October,2023
BUKOMANSIMBI,KISOJJO HC II,2,November,2023
BUKOMANSIMBI,KISOJJO HC II,0,December,2023
BUKOMANSIMBI,KISOJJO HC II,4,January,2024
BUKOMANSIMBI,KISOJJO HC II,1,February,2024
BUKOMANSIMBI,KISOJJO HC II,0,March,2024
BUKOMANSIMBI,KISOJJO HC II,1,April,2024
BUKOMANSIMBI,KISOJJO HC II,1,May,2024
BUKOMANSIMBI,KISOJJO HC II,4,June,2024
BUKOMANSIMBI,KISOJJO HC II,1,July,2024
GOMBA,KISOZI HC III,4,July,2022
GOMBA,KISOZI HC III,8,September,2022
GOMBA,KISOZI HC III,3,October,2022
GOMBA,KISOZI HC III,2,November,2022
GOMBA,KISOZI HC III,1,December,2022
GOMBA,KISOZI HC III,4,January,2023
GOMBA,KISOZI HC III,2,February,2023
GOMBA,KISOZI HC III,2,March,2023
GOMBA,KISOZI HC III,4,April,2023
GOMBA,KISOZI HC III,8,May,2023
GOMBA,KISOZI HC III,1,June,2023
GOMBA,KISOZI HC III,5,July,2023
GOMBA,KISOZI HC III,3,August,2023
GOMBA,KISOZI HC III,2,September,2023
GOMBA,KISOZI HC III,2,October,2023
GOMBA,KISOZI HC III,2,November,2023
GOMBA,KISOZI HC III,4,December,2023
GOMBA,KISOZI HC III,5,January,2024
GOMBA,KISOZI HC III,3,February,2024
GOMBA,KISOZI HC III,2,April,2024
GOMBA,KISOZI HC III,4,May,2024
GOMBA,KISOZI HC III,3,June,2024
GOMBA,KISOZI HC III,5,July,2024
MASAKA CITY,KITABAAZI HC III,0,July,2022
MASAKA CITY,KITABAAZI HC III,0,August,2022
MASAKA CITY,KITABAAZI HC III,1,September,2022
MASAKA CITY,KITABAAZI HC III,3,October,2022
MASAKA CITY,KITABAAZI HC III,3,November,2022
MASAKA CITY,KITABAAZI HC III,1,December,2022
MASAKA CITY,KITABAAZI HC III,2,January,2023
MASAKA CITY,KITABAAZI HC III,1,February,2023
MASAKA CITY,KITABAAZI HC III,1,March,2023
MASAKA CITY,KITABAAZI HC III,1,April,2023
MASAKA CITY,KITABAAZI HC III,3,May,2023
MASAKA CITY,KITABAAZI HC III,1,June,2023
MASAKA CITY,KITABAAZI HC III,2,July,2023
MASAKA CITY,KITABAAZI HC III,3,August,2023
MASAKA CITY,KITABAAZI HC III,2,November,2023
MASAKA CITY,KITABAAZI HC III,1,January,2024
MASAKA CITY,KITABAAZI HC III,0,February,2024
MASAKA CITY,KITABAAZI HC III,2,March,2024
MASAKA CITY,KITABAAZI HC III,6,April,2024
MASAKA CITY,KITABAAZI HC III,2,May,2024
MASAKA CITY,KITABAAZI HC III,0,June,2024
MASAKA CITY,KITABAAZI HC III,4,July,2024
WAKISO,KITALA HC II,4,July,2022
WAKISO,KITALA HC II,4,August,2022
WAKISO,KITALA HC II,2,September,2022
WAKISO,KITALA HC II,1,October,2022
WAKISO,KITALA HC II,1,November,2022
WAKISO,KITALA HC II,4,December,2022
WAKISO,KITALA HC II,1,January,2023
WAKISO,KITALA HC II,2,February,2023
WAKISO,KITALA HC II,4,March,2023
WAKISO,KITALA HC II,6,April,2023
WAKISO,KITALA HC II,3,May,2023
WAKISO,KITALA HC II,2,June,2023
WAKISO,KITALA HC II,2,July,2023
WAKISO,KITALA HC II,4,August,2023
WAKISO,KITALA HC II,2,September,2023
WAKISO,KITALA HC II,4,October,2023
WAKISO,KITALA HC II,3,November,2023
WAKISO,KITALA HC II,4,January,2024
WAKISO,KITALA HC II,5,February,2024
WAKISO,KITALA HC II,1,March,2024
WAKISO,KITALA HC II,1,April,2024
WAKISO,KITALA HC II,0,May,2024
WAKISO,KITALA HC II,2,June,2024
WAKISO,KITALA HC II,3,July,2024
BUKOMANSIMBI,KITANDA HC III,0,July,2022
BUKOMANSIMBI,KITANDA HC III,1,August,2022
BUKOMANSIMBI,KITANDA HC III,6,September,2022
BUKOMANSIMBI,KITANDA HC III,2,October,2022
BUKOMANSIMBI,KITANDA HC III,0,November,2022
BUKOMANSIMBI,KITANDA HC III,3,December,2022
BUKOMANSIMBI,KITANDA HC III,2,January,2023
BUKOMANSIMBI,KITANDA HC III,2,February,2023
BUKOMANSIMBI,KITANDA HC III,3,March,2023
BUKOMANSIMBI,KITANDA HC III,4,April,2023
BUKOMANSIMBI,KITANDA HC III,7,May,2023
BUKOMANSIMBI,KITANDA HC III,3,June,2023
BUKOMANSIMBI,KITANDA HC III,3,July,2023
BUKOMANSIMBI,KITANDA HC III,6,August,2023
BUKOMANSIMBI,KITANDA HC III,2,September,2023
BUKOMANSIMBI,KITANDA HC III,2,October,2023
BUKOMANSIMBI,KITANDA HC III,1,November,2023
BUKOMANSIMBI,KITANDA HC III,1,December,2023
BUKOMANSIMBI,KITANDA HC III,6,January,2024
BUKOMANSIMBI,KITANDA HC III,2,February,2024
BUKOMANSIMBI,KITANDA HC III,3,March,2024
BUKOMANSIMBI,KITANDA HC III,5,April,2024
BUKOMANSIMBI,KITANDA HC III,4,May,2024
BUKOMANSIMBI,KITANDA HC III,0,June,2024
BUKOMANSIMBI,KITANDA HC III,2,July,2024
KALUNGU,KITI HC III,2,July,2022
KALUNGU,KITI HC III,4,August,2022
KALUNGU,KITI HC III,4,September,2022
KALUNGU,KITI HC III,3,October,2022
KALUNGU,KITI HC III,3,November,2022
KALUNGU,KITI HC III,3,December,2022
KALUNGU,KITI HC III,3,January,2023
KALUNGU,KITI HC III,1,February,2023
KALUNGU,KITI HC III,3,March,2023
KALUNGU,KITI HC III,5,May,2023
KALUNGU,KITI HC III,4,June,2023
KALUNGU,KITI HC III,3,July,2023
KALUNGU,KITI HC III,4,August,2023
KALUNGU,KITI HC III,3,September,2023
KALUNGU,KITI HC III,3,October,2023
KALUNGU,KITI HC III,5,November,2023
KALUNGU,KITI HC III,4,December,2023
KALUNGU,KITI HC III,5,January,2024
KALUNGU,KITI HC III,3,February,2024
KALUNGU,KITI HC III,2,March,2024
KALUNGU,KITI HC III,1,April,2024
KALUNGU,KITI HC III,4,May,2024
KALUNGU,KITI HC III,3,June,2024
KALUNGU,KITI HC III,2,July,2024
BUTAMBALA,KITIMBA HC III,1,July,2022
BUTAMBALA,KITIMBA HC III,1,August,2022
BUTAMBALA,KITIMBA HC III,1,November,2022
BUTAMBALA,KITIMBA HC III,1,January,2023
BUTAMBALA,KITIMBA HC III,2,March,2023
BUTAMBALA,KITIMBA HC III,3,May,2023
BUTAMBALA,KITIMBA HC III,2,August,2023
BUTAMBALA,KITIMBA HC III,1,September,2023
BUTAMBALA,KITIMBA HC III,0,October,2023
BUTAMBALA,KITIMBA HC III,3,November,2023
BUTAMBALA,KITIMBA HC III,1,December,2023
BUTAMBALA,KITIMBA HC III,2,January,2024
BUTAMBALA,KITIMBA HC III,1,March,2024
BUTAMBALA,KITIMBA HC III,2,April,2024
BUTAMBALA,KITIMBA HC III,5,May,2024
BUTAMBALA,KITIMBA HC III,2,July,2024
MPIGI,KITUNTU HC III,6,July,2022
MPIGI,KITUNTU HC III,2,August,2022
